Data_Partition,Cluster_ID,Top_Keywords,Topic_Summarization,Number_of_Posts
part_c,964,"[{'term': 'musk', 'score': 577.0}, {'term': 'bannon', 'score': 541.0}, {'term': 'trump', 'score': 536.0}, {'term': 'steve', 'score': 318.0}, {'term': 'elon', 'score': 300.0}, {'term': 'deport', 'score': 191.0}, {'term': 'illegal', 'score': 143.0}, {'term': 'deported', 'score': 130.0}, {'term': 'alien', 'score': 125.0}, {'term': 'calls', 'score': 117.0}]","{'title': ""Bannon Demands Musk's Deportation"", 'description': ""Former Trump strategist Steve Bannon is calling for Elon Musk to be deported, alleging he is an illegal alien and a national security risk. The demand comes amid a public fallout between Musk and Trump, with Bannon urging investigations into Musk's immigration status, drug use, and federal contracts.""}",331
part_c,965,"[{'term': 'trump', 'score': 5517.0}, {'term': 'latinos', 'score': 2579.0}, {'term': 'voted', 'score': 1694.0}, {'term': 'latino', 'score': 1673.0}, {'term': 'voters', 'score': 887.0}, {'term': 'vote', 'score': 827.0}, {'term': 'hispanic', 'score': 715.0}, {'term': 'people', 'score': 485.0}, {'term': 'hispanics', 'score': 460.0}, {'term': 'did', 'score': 404.0}]","{'title': 'Latino Support for Trump: Regret and Realignment', 'description': 'A growing number of Latino voters who supported Donald Trump in 2024 are expressing regret over their choice, citing economic concerns and disillusionment with Republican policies. Despite initial gains, many now say they won’t back Republicans again, though they haven’t yet shifted to Democrats.'}",4311
part_c,966,"[{'term': 'trump', 'score': 1184.0}, {'term': 'cubans', 'score': 663.0}, {'term': 'cuban', 'score': 455.0}, {'term': 'voted', 'score': 416.0}, {'term': 'florida', 'score': 352.0}, {'term': 'republican', 'score': 262.0}, {'term': 'vote', 'score': 230.0}, {'term': 'americans', 'score': 190.0}, {'term': 'miami', 'score': 168.0}, {'term': 'venezuelans', 'score': 159.0}]","{'title': 'Cuban & Venezuelan Americans Betrayed by Trump Support', 'description': 'A cluster of posts expresses shock and criticism toward Cuban and Venezuelan American communities in South Florida for overwhelmingly supporting Donald Trump, only to face deportation threats and political betrayal. Many reflect on the irony of fleeing authoritarian regimes yet backing a leader seen as authoritarian, questioning their loyalty and long-term consequences of their political choices.'}",1162
part_c,967,"[{'term': 'black', 'score': 886.0}, {'term': 'trump', 'score': 871.0}, {'term': 'voted', 'score': 501.0}, {'term': 'men', 'score': 460.0}, {'term': 'voters', 'score': 296.0}, {'term': 'white', 'score': 243.0}, {'term': 'harris', 'score': 226.0}, {'term': 'vote', 'score': 205.0}, {'term': 'women', 'score': 204.0}, {'term': 'people', 'score': 188.0}]","{'title': ""Black and Latino Men's Shift to Trump in 2024"", 'description': 'The posts center on the notable increase in support for Donald Trump among Black and Latino men in the 2024 election, despite overwhelming opposition from Black women and overall Democratic leanings in these communities. Discussions focus on the political implications, demographic shifts, and debates over race, gender, and voter behavior.'}",645
part_c,968,"[{'term': 'trump', 'score': 1339.0}, {'term': 'election', 'score': 1232.0}, {'term': 'rigged', 'score': 748.0}, {'term': '2024', 'score': 321.0}, {'term': '2020', 'score': 257.0}, {'term': 'stolen', 'score': 202.0}, {'term': 'won', 'score': 169.0}, {'term': 'did', 'score': 153.0}, {'term': 'win', 'score': 144.0}, {'term': 'stole', 'score': 137.0}]","{'title': 'Trump Admits Election Was Rigged', 'description': 'Multiple social media posts claim Donald Trump has openly admitted that the 2024 election was rigged in his favor, fueling debates about election integrity and conspiracy theories. The posts highlight contradictions in Trump’s rhetoric and allege he used the same narrative to justify past and future electoral outcomes.'}",1158
part_c,969,"[{'term': 'trump', 'score': 6778.0}, {'term': 'racist', 'score': 3456.0}, {'term': 'white', 'score': 2073.0}, {'term': 'people', 'score': 1246.0}, {'term': 'racism', 'score': 1238.0}, {'term': 'black', 'score': 983.0}, {'term': 'just', 'score': 683.0}, {'term': 'like', 'score': 619.0}, {'term': 'donald', 'score': 511.0}, {'term': 'racists', 'score': 434.0}]","{'title': ""Trump's Open Racism and White Supremacy"", 'description': 'These posts collectively condemn Donald Trump as a racist and white supremacist, highlighting his long-standing bigotry, the normalization of racism under his leadership, and the systemic exclusion of people of color from his vision of America. The cluster emphasizes that his rhetoric and policies have emboldened white nationalism and hate.'}",6230
part_c,970,"[{'term': 'trump', 'score': 338.0}, {'term': 'swing', 'score': 323.0}, {'term': 'states', 'score': 276.0}, {'term': 'won', 'score': 209.0}, {'term': 'way', 'score': 85.0}, {'term': 'state', 'score': 79.0}, {'term': 'win', 'score': 59.0}, {'term': 'seven', 'score': 57.0}, {'term': 'election', 'score': 54.0}, {'term': 'believe', 'score': 48.0}]","{'title': ""Trump's Sweep of Swing States Sparks Statistical Doubts"", 'description': 'A cluster of posts expresses widespread skepticism about Donald Trump winning all seven swing states in the 2024 election, citing extreme statistical improbability, consistent margins just above recount thresholds, and down-ballot Democratic victories as evidence of potential election tampering or systemic irregularities.'}",322
part_c,971,"[{'term': 'white', 'score': 1023.0}, {'term': 'women', 'score': 989.0}, {'term': 'trump', 'score': 809.0}, {'term': 'voted', 'score': 592.0}, {'term': 'majority', 'score': 173.0}, {'term': 'vote', 'score': 130.0}, {'term': '53', 'score': 121.0}, {'term': 'men', 'score': 112.0}, {'term': '2024', 'score': 92.0}, {'term': 'woman', 'score': 79.0}]","{'title': ""White Women's Voting Patterns and Political Accountability"", 'description': ""The posts center on the recurring political support of Donald Trump by a majority of white women in recent U.S. elections, sparking debate about racial privilege, patriarchal alignment, and complicity in systemic inequality. The cluster critiques this voting behavior as a key factor in Republican electoral success and questions the prioritization of racial and gendered privilege over progressive values and women's rights.""}",729
part_c,972,"[{'term': 'white', 'score': 1345.0}, {'term': 'trump', 'score': 1199.0}, {'term': 'people', 'score': 934.0}, {'term': 'voted', 'score': 634.0}, {'term': 'majority', 'score': 257.0}, {'term': 'voters', 'score': 232.0}, {'term': 'vote', 'score': 176.0}, {'term': 'racist', 'score': 176.0}, {'term': 'black', 'score': 161.0}, {'term': 'racism', 'score': 134.0}]","{'title': ""White Voters and Trump's Elective Success"", 'description': ""The posts center on the argument that white Americans, as the largest racial demographic in the U.S. electorate, were primarily responsible for Donald Trump's electoral victories due to racial bias, white identity politics, and systemic racism. The cluster emphasizes collective accountability among white voters and critiques attempts to deflect blame onto marginalized groups.""}",1054
part_c,973,"[{'term': 'trump', 'score': 917.0}, {'term': 'musk', 'score': 540.0}, {'term': 'elon', 'score': 478.0}, {'term': 'election', 'score': 438.0}, {'term': 'lost', 'score': 255.0}, {'term': 'won', 'score': 235.0}, {'term': 'win', 'score': 200.0}, {'term': 'said', 'score': 114.0}, {'term': 'help', 'score': 113.0}, {'term': 'did', 'score': 111.0}]","{'title': ""Elon Musk Claims He Won Trump's Election"", 'description': ""A cluster of social media posts centers on Elon Musk's controversial assertion that Donald Trump would have lost the 2024 election without his intervention. Users demand transparency on how Musk allegedly influenced the outcome, fueling speculation about political manipulation, media influence, and undisclosed actions.""}",699
part_c,974,"[{'term': 'trump', 'score': 8087.0}, {'term': 'election', 'score': 5225.0}, {'term': 'musk', 'score': 4379.0}, {'term': 'elon', 'score': 3753.0}, {'term': 'rigged', 'score': 1531.0}, {'term': 'voting', 'score': 1466.0}, {'term': 'machines', 'score': 1464.0}, {'term': 'won', 'score': 1276.0}, {'term': '2024', 'score': 1168.0}, {'term': 'did', 'score': 1155.0}]","{'title': 'Elon Musk Election Rigging Conspiracy', 'description': 'A cluster of posts alleging that Elon Musk rigged the 2024 U.S. election for Donald Trump, citing Trump’s public remarks about Musk’s role in vote-counting computers and claims of software tampering, Starlink interference, and voter suppression. The posts call for investigations and demand accountability, framing the election as stolen through tech manipulation.'}",6726
part_c,975,"[{'term': 'trump', 'score': 953.0}, {'term': 'white', 'score': 559.0}, {'term': 'house', 'score': 530.0}, {'term': 'flag', 'score': 477.0}, {'term': 'poles', 'score': 434.0}, {'term': 'new', 'score': 285.0}, {'term': 'flagpoles', 'score': 260.0}, {'term': '88', 'score': 256.0}, {'term': 'flags', 'score': 200.0}, {'term': 'president', 'score': 182.0}]","{'title': ""Trump's 88-Foot Flagpoles: Symbolism and Controversy"", 'description': 'The posts center on the installation of two 88-foot-tall flagpoles at the White House by Donald Trump, sparking widespread criticism and speculation. Many highlight the number 88 as a neo-Nazi symbol, questioning the intent behind the height and framing the gesture as a provocative political statement rather than a mere infrastructure project.'}",659
part_c,976,"[{'term': 'trump', 'score': 558.0}, {'term': 'sticker', 'score': 329.0}, {'term': 'car', 'score': 213.0}, {'term': 'bumper', 'score': 213.0}, {'term': 'stickers', 'score': 212.0}, {'term': 'saw', 'score': 125.0}, {'term': 'truck', 'score': 118.0}, {'term': 'just', 'score': 116.0}, {'term': 'driving', 'score': 75.0}, {'term': 'like', 'score': 69.0}]","{'title': 'Trump Stickers on Cars: A Cultural Flashpoint', 'description': 'These posts capture the polarizing presence of Trump-related vehicle decals, reflecting deep political divisions, absurd juxtapositions, and personal reactions ranging from mockery to outrage. The recurring imagery highlights how cars have become battlegrounds for ideological expression in American culture.'}",566
part_c,977,"[{'term': 'trump', 'score': 2181.0}, {'term': 'flag', 'score': 865.0}, {'term': 'flags', 'score': 848.0}, {'term': 'signs', 'score': 707.0}, {'term': 'house', 'score': 438.0}, {'term': 'sign', 'score': 387.0}, {'term': 'neighbor', 'score': 286.0}, {'term': 'just', 'score': 230.0}, {'term': 'took', 'score': 216.0}, {'term': 'maga', 'score': 207.0}]","{'title': 'Decline of Trump Visibility in Rural and Suburban Areas', 'description': 'Many users report a noticeable decrease in Trump flags, signs, and campaign paraphernalia across rural and suburban neighborhoods nationwide, suggesting a shift in public display of support. This trend is interpreted as a sign of waning enthusiasm, disillusionment, or social pressure following recent political developments.'}",1940
part_c,978,"[{'term': 'trump', 'score': 2655.0}, {'term': 'musk', 'score': 1938.0}, {'term': 'elon', 'score': 1494.0}, {'term': 'deport', 'score': 839.0}, {'term': 'deporting', 'score': 512.0}, {'term': 'deported', 'score': 322.0}, {'term': 'look', 'score': 319.0}, {'term': 'president', 'score': 252.0}, {'term': 'donald', 'score': 246.0}, {'term': 'says', 'score': 227.0}]","{'title': 'Trump Threatens to Deport Elon Musk', 'description': ""A cluster of posts centers on Donald Trump's controversial remarks suggesting he might consider deporting Elon Musk, despite Musk being a naturalized U.S. citizen. The posts reflect a mix of political satire, outrage, and speculation about the implications of such a move, highlighting tensions between the two figures and broader debates on immigration, citizenship, and executive power.""}",1946
part_c,979,"[{'term': 'flag', 'score': 2016.0}, {'term': 'maga', 'score': 1075.0}, {'term': 'flags', 'score': 1064.0}, {'term': 'trump', 'score': 887.0}, {'term': 'mexican', 'score': 726.0}, {'term': 'american', 'score': 650.0}, {'term': 'people', 'score': 301.0}, {'term': 'waving', 'score': 274.0}, {'term': 'confederate', 'score': 267.0}, {'term': 'don', 'score': 230.0}]","{'title': 'Flags in Protest: Patriotism vs. Political Symbolism', 'description': ""The posts debate the symbolism of flags—especially the American and Mexican flags—at protests, highlighting hypocrisy in how different flags are treated. While some argue that flying foreign flags undermines national unity, others emphasize that MAGA's co-opting of the American flag has distorted its meaning, making reclaiming it a central act of resistance.""}",1687
part_c,980,"[{'term': 'flag', 'score': 3645.0}, {'term': 'trump', 'score': 3189.0}, {'term': 'burning', 'score': 1920.0}, {'term': 'order', 'score': 1011.0}, {'term': 'american', 'score': 966.0}, {'term': 'executive', 'score': 770.0}, {'term': 'burn', 'score': 768.0}, {'term': 'flags', 'score': 509.0}, {'term': 'court', 'score': 488.0}, {'term': 'speech', 'score': 442.0}]","{'title': ""Trump's Flag Burning Executive Order Backlash"", 'description': ""The posts center on outrage over President Trump's executive order attempting to criminalize flag burning, despite the Supreme Court's longstanding ruling that it is protected free speech under the First Amendment. Critics condemn the move as unconstitutional, hypocritical, and a political stunt, with many mocking the order and calling for symbolic resistance by burning Trump or Confederate flags instead.""}",2329
part_c,981,"[{'term': 'trump', 'score': 1149.0}, {'term': 'doge', 'score': 1117.0}, {'term': 'musk', 'score': 582.0}, {'term': 'elon', 'score': 328.0}, {'term': 'just', 'score': 115.0}, {'term': 'people', 'score': 113.0}, {'term': 'did', 'score': 88.0}, {'term': 'government', 'score': 88.0}, {'term': 'don', 'score': 75.0}, {'term': 'like', 'score': 71.0}]","{'title': ""Trump and Musk's DOGE Scandal"", 'description': ""The posts collectively condemn the DOGE initiative as a politically driven effort by Donald Trump and Elon Musk to dismantle government agencies, consolidate power, and enrich themselves, while blaming Musk as a scapegoat for actions authorized by Trump. The central theme is accountability, with repeated emphasis on Trump's responsibility for enabling DOGE's destructive impact on federal operations and democratic institutions.""}",984
part_c,982,"[{'term': 'trump', 'score': 976.0}, {'term': 'musk', 'score': 921.0}, {'term': 'elon', 'score': 601.0}, {'term': 'posts', 'score': 455.0}, {'term': 'regrets', 'score': 376.0}, {'term': 'president', 'score': 302.0}, {'term': 'far', 'score': 288.0}, {'term': 'donald', 'score': 285.0}, {'term': 'went', 'score': 274.0}, {'term': 'says', 'score': 247.0}]","{'title': 'Musk Apologizes to Trump After Feud', 'description': ""Elon Musk publicly regrets his recent social media attacks on President Donald Trump, admitting his posts 'went too far.' The apology follows a private call between the two and comes amid speculation about political and business pressures.""}",452
part_c,983,"[{'term': 'musk', 'score': 2069.0}, {'term': 'trump', 'score': 1870.0}, {'term': 'elon', 'score': 1444.0}, {'term': 'government', 'score': 798.0}, {'term': 'administration', 'score': 790.0}, {'term': 'leaving', 'score': 633.0}, {'term': 'president', 'score': 378.0}, {'term': 'says', 'score': 344.0}, {'term': 'role', 'score': 343.0}, {'term': 'house', 'score': 312.0}]","{'title': 'Elon Musk Departs Trump Administration', 'description': 'Elon Musk has officially left his role as a special government employee in the Trump administration after a tumultuous tenure leading the Department of Government Efficiency (DOGE). Despite stepping down, Musk and Trump both emphasized his continued influence, sparking debate over the true end of his involvement.'}",900
part_c,984,"[{'term': 'trump', 'score': 2903.0}, {'term': 'travel', 'score': 736.0}, {'term': 'visit', 'score': 621.0}, {'term': 'usa', 'score': 559.0}, {'term': 'america', 'score': 530.0}, {'term': 'don', 'score': 478.0}, {'term': 'country', 'score': 424.0}, {'term': 'border', 'score': 413.0}, {'term': 'people', 'score': 407.0}, {'term': 'phone', 'score': 384.0}]","{'title': 'US Border Crackdown on Anti-Trump Content', 'description': 'A growing number of travelers, including tourists, journalists, and even U.S. citizens, report being denied entry or harassed at U.S. borders due to anti-Trump social media posts, memes, or political opinions. The posts highlight widespread fears over invasive phone searches, arbitrary detentions, and a perceived decline in civil liberties under the current administration.'}",3026
part_c,985,"[{'term': 'trump', 'score': 2007.0}, {'term': 'moore', 'score': 1484.0}, {'term': 'wes', 'score': 963.0}, {'term': 'maryland', 'score': 780.0}, {'term': 'president', 'score': 668.0}, {'term': 'gov', 'score': 594.0}, {'term': 'governor', 'score': 564.0}, {'term': 'baltimore', 'score': 489.0}, {'term': 'donald', 'score': 311.0}, {'term': 'bridge', 'score': 307.0}]","{'title': 'Trump vs. Wes Moore: Feud Over Bridge Funding and Crime', 'description': ""The posts detail a escalating political clash between President Donald Trump and Maryland Governor Wes Moore, centered on Trump's threats to cut federal funding for the Francis Scott Key Bridge reconstruction and his push to deploy troops in Baltimore. Moore, a military veteran and Democratic rising star, has rejected Trump's rhetoric, mocked his false claims, and defended his record on public safety, turning the conflict into a broader debate over leadership, truth, and federal overreach.""}",947
part_c,986,"[{'term': 'trump', 'score': 1892.0}, {'term': 'musk', 'score': 1547.0}, {'term': 'contracts', 'score': 994.0}, {'term': 'elon', 'score': 924.0}, {'term': 'government', 'score': 755.0}, {'term': 'subsidies', 'score': 445.0}, {'term': 'cut', 'score': 418.0}, {'term': 'feud', 'score': 385.0}, {'term': 'threatens', 'score': 343.0}, {'term': 'president', 'score': 280.0}]","{'title': 'Trump vs. Musk: Subsidy and Contract Feud', 'description': ""The public rift between Donald Trump and Elon Musk intensifies as Trump threatens to cut Musk's federal subsidies and government contracts, citing financial savings and political disagreements. The conflict centers on Trump's recent tax and spending bill, which eliminated EV tax credits that Musk had previously supported.""}",1153
part_c,987,"[{'term': 'trump', 'score': 1350.0}, {'term': 'dog', 'score': 860.0}, {'term': 'dogs', 'score': 559.0}, {'term': 'like', 'score': 302.0}, {'term': 'doesn', 'score': 179.0}, {'term': 'donald', 'score': 127.0}, {'term': 'hates', 'score': 122.0}, {'term': 'know', 'score': 115.0}, {'term': 'animals', 'score': 113.0}, {'term': 'pet', 'score': 109.0}]","{'title': 'Dogs vs. Trump: A Canine Judgment', 'description': ""These posts collectively mock Donald Trump's lack of pets and alleged hatred of dogs, using humor and animal intelligence as a metaphor for his perceived moral and intellectual shortcomings. The recurring theme is that dogs—symbolizing loyalty, empathy, and instinct—instinctively reject Trump, reinforcing public disdain for him.""}",1339
part_c,988,"[{'term': 'musk', 'score': 2966.0}, {'term': 'trump', 'score': 2739.0}, {'term': 'elon', 'score': 1695.0}, {'term': 'big', 'score': 802.0}, {'term': 'abomination', 'score': 719.0}, {'term': 'beautiful', 'score': 701.0}, {'term': 'disgusting', 'score': 693.0}, {'term': 'president', 'score': 623.0}, {'term': 'spending', 'score': 604.0}, {'term': 'tax', 'score': 477.0}]","{'title': ""Musk Slams Trump's Budget Bill"", 'description': ""Elon Musk has publicly denounced President Trump's 'One Big Beautiful Bill' as a 'disgusting abomination,' criticizing its massive deficit increase and vowing to support primary challenges against Republicans who back it. His sharp rebuke marks a major rift with Trump and key GOP allies.""}",1331
part_c,989,"[{'term': 'party', 'score': 3962.0}, {'term': 'musk', 'score': 3627.0}, {'term': 'trump', 'score': 2718.0}, {'term': 'elon', 'score': 2105.0}, {'term': 'new', 'score': 1365.0}, {'term': 'political', 'score': 1253.0}, {'term': 'america', 'score': 1174.0}, {'term': 'republican', 'score': 771.0}, {'term': 'maga', 'score': 601.0}, {'term': 'president', 'score': 425.0}]","{'title': ""Elon Musk's America Party: Splitting the GOP"", 'description': ""Elon Musk announces the formation of the 'America Party' after a public rift with Donald Trump, sparking debate over whether it will fracture the Republican base, weaken MAGA, and indirectly benefit Democrats. Critics question Musk's motives, with many viewing the move as a power play or a strategic distraction rather than a genuine third-party challenge.""}",2483
part_c,990,"[{'term': 'maga', 'score': 375.0}, {'term': 'tesla', 'score': 233.0}, {'term': 'teslas', 'score': 99.0}, {'term': 'trump', 'score': 86.0}, {'term': 'bought', 'score': 85.0}, {'term': 'buy', 'score': 71.0}, {'term': 'just', 'score': 62.0}, {'term': 'buying', 'score': 60.0}, {'term': 'cybertrucks', 'score': 54.0}, {'term': 'cybertruck', 'score': 53.0}]","{'title': 'MAGA Tesla Buyers in Crisis', 'description': ""The posts mock MAGA supporters who bought Teslas to 'own the libs' but now face confusion and backlash after Elon Musk's alignment with Trump. The humor centers on their buyer's remorse, social embarrassment, and the irony of owning a vehicle symbolizing both Musk and the very ideology they now reject.""}",418
part_c,991,"[{'term': 'trump', 'score': 881.0}, {'term': 'tesla', 'score': 733.0}, {'term': 'musk', 'score': 246.0}, {'term': 'white', 'score': 239.0}, {'term': 'house', 'score': 230.0}, {'term': 'elon', 'score': 178.0}, {'term': 'bought', 'score': 165.0}, {'term': 'president', 'score': 113.0}, {'term': 'red', 'score': 109.0}, {'term': 'sell', 'score': 107.0}]","{'title': ""Trump's Tesla Feud with Musk"", 'description': ""Posts revolve around Donald Trump's controversial purchase and potential sale of a red Tesla from Elon Musk, following their public fallout. The incident, marked by a White House promotional event, has become a symbol of their shifting relationship and political theater.""}",659
part_c,992,"[{'term': 'trump', 'score': 2035.0}, {'term': 'tesla', 'score': 1961.0}, {'term': 'musk', 'score': 1858.0}, {'term': 'elon', 'score': 904.0}, {'term': 'stock', 'score': 542.0}, {'term': 'shares', 'score': 439.0}, {'term': 'feud', 'score': 358.0}, {'term': 'sales', 'score': 338.0}, {'term': 'president', 'score': 336.0}, {'term': 'donald', 'score': 311.0}]","{'title': 'Musk-Trump Feud Tanks Tesla Stock', 'description': ""A public rift between Elon Musk and Donald Trump has triggered massive sell-offs in Tesla's stock, wiping out over $150 billion in market value. The fallout stems from Musk's criticism of Trump's policies, damaging investor confidence and accelerating Tesla's sales decline globally.""}",1249
part_c,993,"[{'term': 'trump', 'score': 20755.0}, {'term': 'musk', 'score': 14528.0}, {'term': 'elon', 'score': 8592.0}, {'term': 'like', 'score': 2157.0}, {'term': 'just', 'score': 1881.0}, {'term': 'fight', 'score': 1441.0}, {'term': 'feud', 'score': 1390.0}, {'term': 'donald', 'score': 1378.0}, {'term': 'vs', 'score': 1218.0}, {'term': 'going', 'score': 1124.0}]","{'title': 'Trump and Musk Feud: Political Breakup Drama', 'description': 'A public and escalating feud between Donald Trump and Elon Musk has captivated social media, with both figures trading barbs over politics, power, and personal betrayal. The clash, framed as a dramatic breakup of a once-transactional alliance, has drawn comparisons to reality TV and high school drama, sparking widespread speculation about its real-world implications.'}",16898
part_c,994,"[{'term': 'trump', 'score': 1687.0}, {'term': 'stairs', 'score': 810.0}, {'term': 'air', 'score': 721.0}, {'term': 'force', 'score': 719.0}, {'term': 'biden', 'score': 557.0}, {'term': 'steps', 'score': 289.0}, {'term': 'president', 'score': 264.0}, {'term': 'stumbles', 'score': 231.0}, {'term': 'video', 'score': 221.0}, {'term': 'walk', 'score': 216.0}]","{'title': 'Trump Stumbles on Air Force One Stairs', 'description': ""Posts focus on former President Donald Trump's recent stumble while climbing the stairs to Air Force One, sparking widespread social media commentary and comparisons to past incidents involving Joe Biden. The event has reignited debates about age, fitness, and political hypocrisy, particularly regarding past criticisms of Biden’s mobility.""}",1258
part_c,995,"[{'term': 'iq', 'score': 913.0}, {'term': 'trump', 'score': 855.0}, {'term': 'low', 'score': 337.0}, {'term': 'people', 'score': 99.0}, {'term': '73', 'score': 89.0}, {'term': 'donald', 'score': 83.0}, {'term': 'high', 'score': 76.0}, {'term': 'like', 'score': 69.0}, {'term': 'average', 'score': 64.0}, {'term': 'know', 'score': 63.0}]","{'title': ""Trump's IQ: A Recurring Critique"", 'description': ""These posts repeatedly criticize Donald Trump's intelligence, citing alleged IQ scores as low as 67–75 and mocking his use of 'low IQ' as a rhetorical tactic. The central theme is the perceived intellectual inadequacy of Trump and the irony of his public labeling of others as unintelligent.""}",793
part_c,996,"[{'term': 'maga', 'score': 1294.0}, {'term': 'education', 'score': 700.0}, {'term': 'educated', 'score': 280.0}, {'term': 'people', 'score': 204.0}, {'term': 'school', 'score': 148.0}, {'term': 'schools', 'score': 144.0}, {'term': 'don', 'score': 134.0}, {'term': 'trump', 'score': 132.0}, {'term': 'just', 'score': 125.0}, {'term': 'want', 'score': 113.0}]","{'title': ""MAGA's War on Education"", 'description': ""These posts collectively criticize the MAGA movement's hostility toward education, arguing that its leaders and supporters actively undermine schools, critical thinking, and intellectual development to maintain control and suppress dissent. The recurring theme is that ignorance serves the political agenda of authoritarianism and economic exploitation.""}",1224
part_c,997,"[{'term': 'bot', 'score': 2219.0}, {'term': 'don', 'score': 694.0}, {'term': 'satire', 'score': 477.0}, {'term': 'sedition', 'score': 459.0}, {'term': 'making', 'score': 458.0}, {'term': 'laws', 'score': 457.0}, {'term': 'broken', 'score': 456.0}, {'term': 'joke', 'score': 441.0}, {'term': 'threat', 'score': 433.0}, {'term': 'treason', 'score': 408.0}]","{'title': 'Satirical Political Bots with Dark Humor', 'description': 'A collection of satirical social media bots using exaggerated, dark humor to mock political figures, often referencing extreme punishments like torture, gulags, and extrajudicial detention—clearly labeled as jokes to avoid misunderstanding.'}",1848
part_c,998,"[{'term': 'libs', 'score': 345.0}, {'term': 'maga', 'score': 321.0}, {'term': 'owning', 'score': 160.0}, {'term': 'just', 'score': 38.0}, {'term': 'owned', 'score': 36.0}, {'term': 'care', 'score': 35.0}, {'term': 'like', 'score': 28.0}, {'term': 'don', 'score': 27.0}, {'term': 'trump', 'score': 26.0}, {'term': 'long', 'score': 25.0}]","{'title': ""MAGA's Obsession with 'Owning the Libs'"", 'description': ""These posts critique the recurring MAGA mantra of 'owning the libs' as a central, performative ideology driving political behavior, often at the expense of rational policy, national well-being, and self-awareness. The theme highlights how this mindset reflects deeper cultural grievances, identity politics, and self-destructive loyalty.""}",322
part_c,999,"[{'term': 'bible', 'score': 651.0}, {'term': 'trump', 'score': 611.0}, {'term': 'hand', 'score': 568.0}, {'term': 'oath', 'score': 340.0}, {'term': 'didn', 'score': 221.0}, {'term': 'did', 'score': 216.0}, {'term': 'constitution', 'score': 138.0}, {'term': 'office', 'score': 116.0}, {'term': 'place', 'score': 111.0}, {'term': 'took', 'score': 106.0}]","{'title': ""Trump's Bible-Free Inauguration: Symbolism vs. Reality"", 'description': 'The posts center on the controversy surrounding Donald Trump not placing his hand on a Bible during his presidential inaugurations, sparking debate over tradition, symbolism, and the legal validity of his oath. While the Constitution does not require a Bible, critics interpret the omission as a deliberate rejection of constitutional and religious norms.'}",576
part_c,1000,"[{'term': 'johnson', 'score': 542.0}, {'term': 'trump', 'score': 446.0}, {'term': 'mike', 'score': 307.0}, {'term': 'christian', 'score': 288.0}, {'term': 'god', 'score': 140.0}, {'term': 'jesus', 'score': 63.0}, {'term': 'speaker', 'score': 62.0}, {'term': 'lies', 'score': 55.0}, {'term': 'like', 'score': 53.0}, {'term': 'just', 'score': 51.0}]","{'title': ""Mike Johnson's Hypocritical Christian Nationalism"", 'description': 'The posts criticize Speaker Mike Johnson for allegedly using Christianity as a facade to support Donald Trump, accusing him of idolatry, hypocrisy, and promoting a dangerous blend of political extremism and religious fervor. Many argue he prioritizes loyalty to Trump over Christian values, portraying him as a false prophet of a MAGA-driven religious nationalism.'}",452
part_c,1001,"[{'term': 'trump', 'score': 520.0}, {'term': 'office', 'score': 82.0}, {'term': 'time', 'score': 68.0}, {'term': 'president', 'score': 63.0}, {'term': 'term', 'score': 61.0}, {'term': 'did', 'score': 60.0}, {'term': 'years', 'score': 48.0}, {'term': 'took', 'score': 42.0}, {'term': 'like', 'score': 33.0}, {'term': 'just', 'score': 32.0}]","{'title': ""Trump's Legacy and Precedent in Policy Shifts"", 'description': ""The posts debate whether recent political or policy developments originated during Donald Trump's presidencies or existed well before his time, highlighting a recurring narrative that blames Trump for systemic changes that predate his tenure.""}",523
part_c,1002,"[{'term': 'pope', 'score': 793.0}, {'term': 'america', 'score': 496.0}, {'term': 'american', 'score': 432.0}, {'term': 'francis', 'score': 230.0}, {'term': 'south', 'score': 195.0}, {'term': 'north', 'score': 129.0}, {'term': 'leo', 'score': 120.0}, {'term': 'born', 'score': 102.0}, {'term': 'argentina', 'score': 97.0}, {'term': 'states', 'score': 86.0}]","{'title': ""Clarifying 'American Pope': North vs. South America"", 'description': ""The posts debate the correct terminology for Pope Leo XIV, emphasizing that Pope Francis, born in Argentina, was the first pope from the Americas (South America), while Leo XIV is the first from the United States (North America). The discussion highlights confusion between 'American' as a continental term versus a national one.""}",363
part_c,1003,"[{'term': 'pope', 'score': 22992.0}, {'term': 'trump', 'score': 17351.0}, {'term': 'maga', 'score': 7153.0}, {'term': 'leo', 'score': 6231.0}, {'term': 'new', 'score': 5482.0}, {'term': 'american', 'score': 4638.0}, {'term': 'xiv', 'score': 3289.0}, {'term': 'catholic', 'score': 3155.0}, {'term': 'catholics', 'score': 2321.0}, {'term': 'vance', 'score': 2196.0}]","{'title': ""Trump's Obsession with the American Pope"", 'description': ""The posts center on Donald Trump's increasingly absurd claims and reactions to the election of Pope Leo XIV, the first American pope, including his attempts to claim credit, post AI-generated images of himself as pope, and frame the papal election as a personal victory—despite the pope's clear distance from Trump's ideology and the Vatican's independence from U.S. politics.""}",18948
